session_id,user_id,time_on_site_sec,pages_viewed,num_clicks,scroll_depth,product_views,cart_additions,cart_value,discount_percent,ad_impressions,ad_clicks,bounce_flag,converted
499920822,153691,460.1308714284467,16,11,55.94840171754348,17,20,1657.2230054331042,7.677704284205805,9924,202,0,1
835325976,329452,1437.9570851743485,9,54,89.1909169939562,16,6,926.1596448318757,4.900830260852674,7302,253,1,1
302907625,312440,685.4690193427384,17,7,24.35186037944255,6,10,929.1703257014321,10.32634472989935,3437,3372,0,1
887620405,229046,314.61981380490835,12,14,30.517561314287256,16,21,1680.8036244685056,3.14709386065834,1456,2817,1,0
831551630,744587,461.48739632743394,11,52,76.10649534239519,7,8,1808.512723061147,44.74520071356679,5635,2333,0,0
807882808,187570,176.75294471179356,24,50,82.91001152464719,25,4,1818.9174655751606,3.473894213229184,8339,4552,0,1
247502473,124268,627.6050203052522,18,34,42.29083036563404,20,18,1279.8801788899373,15.39791572154343,4744,359,0,0
327637859,131223,759.1290284258926,15,55,85.16062483650525,7,12,1644.0905416516764,3.9397805111210826,8588,3340,0,1
712017086,991721,1359.0938666938287,25,33,5.147377911661466,0,13,1811.9215569585494,40.177284024048056,4490,765,1,1
139789570,153918,1399.6517210275638,9,19,75.0285117053403,24,23,1270.4670441391488,36.416204242825465,1352,4598,1,0
452490640,459870,1691.76202353366,6,22,13.158849057918875,16,17,503.3654079844354,10.665870152124517,8533,1118,0,0
851813910,69267,1793.8503673705363,21,17,44.14145736245857,5,0,469.1035847471863,23.808226557390498,5061,4909,0,0
171687053,895636,1625.0386801037528,19,34,10.377352840307985,20,8,1708.3758955158612,31.042417812625096,5153,798,1,0
163933304,104176,1740.8267811337175,9,45,23.660210240616397,8,12,75.8277464227699,29.150836389671454,3062,4658,1,0
678086012,499808,1314.478705699054,12,31,3.5793377050008512,8,11,880.2095260278548,14.356707586169682,1558,28,1,1
564936255,673330,999.1881438426807,13,10,69.40561739515591,0,6,1475.7892578892208,25.46577722396873,7380,4423,0,0
656920088,477207,238.94862780473838,21,22,57.35362348710487,18,9,1991.026212626715,49.881757719906425,1649,4354,1,0
380349668,474324,637.8160221303776,18,74,52.60351255352066,21,20,1933.1705521112235,49.6594206629948,2050,2266,0,0
376495956,713342,980.9023832360242,3,22,40.344174529711694,2,11,338.75281607532213,28.642133614734178,1441,1778,1,1
128525136,128797,770.061738271253,17,9,22.486656508942204,10,7,1408.23886508846,39.875496688229205,1588,221,0,1
371266405,438244,542.6367677630432,16,61,80.07901244629562,4,20,1968.768037147634,36.88216293293974,5548,2674,0,1
677080446,38697,1616.6849312861564,24,50,1.7043842396412767,7,16,867.8842852761442,29.408544591155465,4631,2921,1,0
513950919,482030,1368.4169789047567,25,53,12.237297936888226,9,18,1479.653615007055,34.88725199779556,1911,4097,0,1
301540762,952677,246.62145059656996,3,58,18.521463461968068,5,2,588.0985093448379,14.759122122580791,3745,2836,0,1
490709584,254234,793.5252809406616,15,57,40.480459312714466,3,22,450.565503307174,37.635370650613226,3328,3544,0,1
812877905,432380,1263.1058605557391,4,63,54.30660354066143,15,10,378.9381407505052,48.17734109217121,4597,4754,1,1
441777168,644360,159.94258873389234,9,73,59.31086628532745,9,6,724.0034351917832,4.599734405305561,3809,2206,0,0
590317987,761580,1676.856947040787,5,36,78.00524903047203,14,17,666.7417612499511,18.129930393512723,4310,4968,0,0
419763650,228616,1562.3318755457772,10,52,7.339851150528231,0,1,1003.3641311052745,42.10079991827076,2572,4341,0,0
685071578,559872,1455.9961366475968,21,22,61.21493406064705,1,20,1683.6787458875099,21.6087665771241,3006,1209,0,0
337277599,998576,1513.9730096142164,19,20,72.89035622726867,7,24,1725.6184230337303,1.291773462651924,9542,1073,0,1
207981545,330338,1634.6615979124847,19,18,68.53865707430515,7,14,250.29100987101938,10.123445604202729,2297,2193,0,0
123058068,949515,1486.7388082763268,5,22,61.230431611661274,13,9,189.39242497453844,36.485279376571754,6218,4305,1,1
4391450,303003,973.233745945114,21,7,58.31557490638806,1,0,977.2289904289623,14.240161273583746,1267,1014,0,1
237793554,66637,1129.1537073194509,15,53,42.715767620223744,1,18,88.62419273843724,2.172868589823318,8314,2717,0,0
727644309,13700,822.1053452732825,21,11,65.80204862380651,6,18,143.76415913594442,37.07487411261406,6722,4555,0,0
323066610,137222,396.50835161987567,14,36,21.463273548820936,20,8,1789.1517774526021,30.263693404850027,6678,1616,1,0
273643306,97797,1006.3957036756697,12,37,26.85167184723989,7,17,630.4314893532812,33.190450561929225,7074,4586,0,1
637827294,751957,1688.8870694950062,2,72,5.39619854343194,20,3,370.13731984812523,18.198254043718798,8737,1596,0,0
659124796,931256,1004.8055128971926,12,40,68.511675979842,18,24,757.66977134256,12.285297746724332,6068,595,1,1
588008750,378871,27.539277006666012,10,12,4.367329609104109,0,25,316.1444955788726,11.52676875131164,6280,4246,1,0
514331311,52898,1154.865672368944,16,24,44.864344534932634,12,12,1721.5821313882607,20.235301319495115,6225,2386,0,0
658732425,220628,1789.7834534727742,14,75,41.02814544505456,15,2,1207.6105262053577,23.19562927313675,6477,3876,1,0
287886001,496706,1170.2680373139722,20,48,18.523167313590815,19,17,1093.061500976702,8.237587503312033,474,1018,0,0
790451765,749295,1589.5592310244292,12,38,13.575373800213864,23,22,1484.4616560319103,24.220555265966244,7343,4750,0,1
858040855,819576,332.7590381943444,11,3,59.82251533823221,14,5,1936.6592600888762,29.50303166496136,5383,991,1,0
615669045,293472,423.2870211563211,17,28,71.33591201717314,7,9,372.00262001882356,19.658040557728935,2280,2044,1,1
499410854,893232,324.91644946288744,8,35,94.97771029255311,22,6,45.722260867765655,45.43295038233964,4427,622,1,1
704742347,133181,746.0118109238151,23,75,22.02073084264262,8,20,584.2168711747404,5.253743620593287,441,135,1,1
396367260,218186,1571.4392732966826,25,57,50.88283316443162,18,2,1766.1976732886837,12.764444134854458,3090,687,0,0
117297016,701200,765.242655496694,18,15,87.0361218951079,0,15,789.1168328027129,22.562700299107725,2772,4766,1,1
998085205,701982,528.0352062626981,2,50,39.85043033501405,9,11,1417.6756615662582,10.92670456257212,5816,4295,1,0
716704946,105931,81.93159983162734,13,51,35.19751244142276,6,11,1789.0711377443556,11.322738075992422,3266,1847,1,1
82010304,367983,972.8408181021434,17,27,40.97085050630898,0,22,1369.6362938200875,32.858004858516495,6711,4741,0,1
937353506,398354,379.28940323525165,19,62,21.202342112941665,25,21,1188.5000337650556,40.81615634153849,2375,1504,0,1
671323706,903209,887.1899562372397,18,3,9.456598930121107,10,15,1916.8429516867734,12.93788241360107,7994,3448,1,1
89999835,721676,239.82932485425013,15,27,49.128217024321906,19,5,224.50106775399715,32.14337148784993,94,4324,1,0
671283326,42363,46.09723279457203,2,13,61.077521150852775,0,7,25.33883857612618,28.01522756512822,6184,3136,0,0
486090805,377387,291.93385892356264,10,21,10.249448308601172,19,19,1337.709078428122,47.04665077834739,430,4429,1,1
477237532,217063,963.7853586204861,23,52,10.837401559172012,8,22,1102.4295376062262,20.25890746372598,170,1105,1,0
767392843,782480,1691.7030165725123,12,71,41.92996892256251,8,19,1682.601188484338,39.699465691224276,1006,3535,1,0
744723685,485532,792.9167779633931,8,5,1.9519284545059246,23,9,1879.0680240125891,2.1384780577599183,1117,4082,1,1
314380564,407834,152.91082667938392,20,63,8.354736935312213,5,21,1689.1131172253058,15.913740758339195,754,3560,0,1
990524531,396732,1364.7305112032725,9,11,93.290119125955,22,13,825.4554750557838,45.43374149592431,2577,1729,0,0
849627524,326737,99.79397155234156,23,34,76.94456946858237,23,22,1097.6810949134986,49.3959028725613,8639,3934,0,0
336784249,136398,1533.2735957365478,21,13,4.714647646321257,8,25,1794.0618452644312,36.94024912217252,7553,4289,1,0
615356779,888324,890.116978377839,16,22,36.13753808188627,8,20,1818.0844040230588,24.428863742311535,6435,535,1,1
677995053,324085,1132.2161333977735,12,40,2.640452911147362,12,2,976.8779901603906,42.7790410328128,7481,2088,0,0
618399464,57605,726.3827914197673,15,67,46.163802287621756,20,19,440.07247580685214,11.876977747286377,1461,4489,1,1
474258251,434111,558.911497486731,1,27,43.33834753197845,10,6,633.9485161307703,20.93468258639204,1865,824,1,0
756882477,606286,231.58756576621343,14,13,85.06635462634264,13,9,1608.5880108267463,25.304196345835706,5906,3782,0,0
753924613,117592,1120.345751735058,25,47,51.7908311851641,23,1,420.3590887560582,9.721902742825261,8299,4998,1,0
168163010,4598,1011.195735438485,20,75,12.188138337453092,14,6,1274.4262288671573,19.298423529329618,9276,2558,0,1
700107200,463142,1704.4719538087259,22,29,68.15926019034984,7,10,452.7385794687897,48.57895451661672,4388,418,1,1
189688002,840956,1175.7719275890302,3,5,79.43398380886954,7,6,1959.9843709911954,31.286583838995373,3832,4257,1,1
491962549,13802,1405.897814502044,17,73,37.507628039510664,15,23,121.03448372360148,25.461334668874986,5364,1618,1,1
589081284,563268,716.8685959643137,4,19,78.75025781212844,14,17,1289.8581862870071,23.759466952584486,5123,4056,0,0
737849716,76063,838.521188658976,21,65,26.541893405516603,3,0,359.61393732760973,4.462911337186693,3508,2201,1,0
716164391,343875,731.250998274565,13,70,23.295497380689923,4,8,1689.969255627155,20.26367637587811,9553,998,0,0
949082803,204014,748.9815593260654,24,7,40.66010815300978,10,4,922.9061137290702,15.931629483970811,3207,1533,1,1
586076016,453096,1306.7541832141067,12,61,20.08650889156235,3,25,1272.8063221674172,26.443378108917127,1578,748,1,1
764990303,565138,1211.8487123815098,15,9,45.72189816692703,19,8,1355.4199502952238,22.892871794733953,9647,4179,0,1
988476769,789185,1163.586106982049,21,31,84.68222680265359,2,13,738.6720682960324,3.362655776799434,7123,710,0,1
466889421,50879,1392.0603374939326,17,49,27.888294460911645,9,20,1809.2164704232937,6.570382984338302,7533,3960,1,1
264278475,498228,705.6850976125374,17,42,51.573429492615816,15,22,879.5629886612637,48.740776386183256,7548,961,1,1
55651739,300772,160.53355588451697,14,5,97.92416323395574,12,12,1612.8059884258964,26.434428420396344,4264,27,0,0
438335183,734795,1393.611151815213,22,68,44.684836849437595,8,9,757.9566051014573,30.92792432185164,3720,624,0,1
661600827,516057,316.4996454807283,15,38,55.51168299793731,1,4,508.0189812197775,19.822418195089796,4949,2403,0,0
759540407,664184,1444.876258349648,11,54,25.775508328932172,1,20,768.5158228100418,36.50193340231057,7150,2336,0,0
843895263,447890,969.4200289625633,11,47,92.24110141099334,7,24,1930.7230957179202,18.32260865099497,7019,628,1,1
980920632,541069,392.50227010576253,22,31,19.42070152975247,9,18,124.93218570815112,40.26782619524679,5424,3026,0,1
747436648,400623,110.95785373215185,3,3,12.54016612244101,3,0,889.2019852043632,38.43106999864562,7520,1733,0,1
681000672,861320,294.9648265059641,2,74,56.232708422948065,19,11,332.1520296165406,25.936849413229268,7637,718,0,1
672894471,460889,1470.3933931874224,9,4,57.302158331396,19,25,952.0464067478198,19.49608258603649,9348,3023,1,0
478451049,608069,948.135418667726,3,66,42.91121317399512,19,23,659.2486221063218,34.712565110735774,354,1842,1,1
686568648,902157,25.7382284613794,8,31,48.05226454795921,5,10,1042.900015559309,20.013461452789482,1231,935,0,1
397733359,282979,231.25665094192783,13,33,68.48783773516463,6,22,1507.0648655597133,4.874811167505472,6563,4014,1,0
586768827,472818,1307.052545510669,24,31,94.54369395207841,11,11,434.5874916972814,2.608302669419266,8141,3068,1,0
839309060,695872,827.3030705214347,15,56,77.74923330523852,22,20,960.8053141942477,8.302089144394504,7012,3222,0,0
210792481,197427,1221.9354138447904,11,63,73.47688602200265,18,19,940.595166248114,13.120773354388316,7636,4812,0,0
747113244,206377,1134.2561307708831,15,21,0.08679765044015131,14,6,1452.2893628848879,33.56779121536801,3942,4397,0,0
15140213,277653,1420.728222652053,19,28,0.6486263969481709,3,12,1413.6891816638436,34.39763115545762,5669,269,0,0
672307114,169824,705.8247181700679,1,61,16.008621131990765,3,7,1876.8620309576459,3.522339693292209,9799,3592,0,1
207728948,989094,1280.8733870824062,21,40,70.67327414483819,0,10,312.5467872946062,16.796975638589252,1694,3047,0,1
981827288,283244,418.0729677657096,9,63,96.68614918970525,12,7,1749.195802675065,41.81442237863051,6949,3448,0,0
116565518,413139,992.2559415268439,11,31,24.687565901102726,6,9,463.6221212489051,4.997664592491807,9275,307,1,1
44832381,666519,1291.5698724819101,10,56,33.797380125108056,5,6,627.0346805905378,38.59064286797595,2075,4837,0,0
785250559,695128,1333.2227025855411,1,16,55.095714944930876,14,2,1801.1153427254771,42.23279410207524,8010,1304,0,1
714175435,268888,201.14394024013086,25,68,31.358983112139192,0,11,891.6842896586554,32.52659417073017,2429,1159,0,1
88037188,973140,27.43307399625599,9,18,89.68429698830965,0,10,353.0908947701641,9.021281242077272,3161,601,0,1
36557231,128017,1637.144224256375,23,23,81.39493154344531,13,25,514.4505561251668,28.87958787158719,3340,2549,0,1
290278786,838263,982.5084073545047,20,36,12.476189241912062,24,11,1850.7428268982778,48.97632522061331,19,3171,0,0
724335977,516912,1599.7454648143944,9,2,83.35263915454682,14,8,206.81944784517526,9.341255374582309,1480,4532,1,0
706415602,633668,1153.783085841212,3,1,14.241660097381947,10,16,187.6435656887141,25.686528082959143,1399,1786,0,1
310239784,930064,1323.7202321332911,2,6,29.236782863982324,12,13,899.7339597295295,35.01956329990442,9735,4119,0,1
194288492,617435,82.95009943396936,19,10,26.469256992660227,7,9,575.7117818400626,46.7291054380209,8144,2214,1,0
964651465,990434,1712.1242763647822,21,47,62.0680352096331,18,20,909.9937987642559,48.10227396399479,2594,3017,0,1
846272875,684264,1104.0498360406389,22,17,7.494170850204651,22,0,70.42754404971774,25.034711595025833,9140,204,0,0
24515265,347053,542.9633145972784,23,8,69.33522102420322,3,19,528.7107034513015,28.626651455049767,321,1996,1,0
100267715,379385,479.09701818457944,8,16,11.299434845425038,15,1,770.9951227476865,1.7552897839534232,467,4075,0,0
445386313,5142,1199.3403998291137,22,51,30.892787370032483,5,21,1060.7425337534523,13.609010944019124,5605,2024,1,0
52309253,621610,1098.0513517431702,2,6,35.20207859047551,7,22,685.932148104046,3.8552171172509864,1313,366,1,1
29949043,353432,1590.3339247021559,18,14,71.49455491603238,4,9,1374.8578003312007,38.8264117237784,844,1121,1,0
856281298,469359,18.264942751321684,19,46,74.70514077935869,23,14,776.3810640878465,26.23411158901781,6416,582,1,0
326929799,200405,281.44952420806135,19,72,47.888682861944,17,9,1871.4681009083986,9.403545562050386,7499,3458,0,1
951573735,16035,22.219410306307125,14,13,53.65737029345865,20,6,1801.2823911813014,4.316718017596777,479,905,0,1
700094188,698402,174.89420117935487,22,12,89.6189021613748,22,5,1839.1301925411187,33.48448718625533,3932,2721,0,1
710595484,625906,1472.3839604599705,5,54,92.36941634801104,19,6,303.8071626078933,15.668162737167963,1776,2187,0,1
106095422,172639,1678.4502188061313,19,42,39.93862960613532,1,17,938.7271832420057,30.80722612159457,8874,4965,1,1
710326170,432604,1659.66236759435,18,47,77.63002348796732,3,20,524.1236597265746,48.75699525405308,9967,4506,1,1
399280591,628368,927.7300957740348,20,28,23.283452752062882,5,25,141.55499932259818,16.702265276255947,752,2558,1,0
496210584,982715,1410.646500179875,8,38,80.85701854567367,9,14,707.5402492807361,6.797550652532413,2306,2732,1,0
335078812,950278,1102.4952820257768,3,42,54.62208699341596,2,22,250.28889099739214,6.223268055857545,1152,837,1,1
639354990,817692,999.2013367831413,11,20,59.50904886125872,11,8,1100.7439211313292,10.951243578086794,2436,2787,1,0
332980980,109380,1680.1798109430833,12,27,0.632742080342108,10,1,235.4777494792748,16.412215445846655,1196,298,0,0
540386007,776908,1189.041926922587,4,35,67.09906793518765,16,23,377.26402281377204,6.5424475237899795,8621,1922,0,1
176531319,798667,1770.25461504679,16,39,53.61484719737837,2,23,58.65155469773909,0.4121508229394666,2856,4812,1,0
723226277,615497,1752.3739114906798,19,75,85.64487327343284,11,5,1670.6349842347677,21.15362276089065,3278,2330,0,1
399283596,613282,940.2633181446939,15,48,35.15411560369734,19,23,1491.9243422617783,19.971760706336617,5842,3305,1,1
671169151,54052,1435.294001183031,9,55,99.13497825725831,5,14,641.1771237419415,45.21679269330418,3916,2946,1,0
669590621,228560,693.8179386242235,9,54,22.331315408281217,4,5,243.90496965398034,47.071491290269854,3833,2615,1,0
514799382,186108,251.67124728285654,5,35,97.30568625030868,21,13,1537.7078993303066,49.19479839439088,1251,2242,0,0
3722734,560946,1032.472354933914,1,59,77.45698723949562,7,17,187.51154813681993,13.720094670717575,2933,4228,0,1
916761119,935348,232.73098075583346,1,63,70.95671859560433,14,19,1580.5316262971007,22.710592487163105,3930,2288,1,1
564722358,322948,306.9304737856068,16,40,55.96936061756319,22,15,1131.127998452865,15.214269709477325,7591,4182,0,0
915596003,493679,1134.4059601465951,21,35,23.190492122303176,0,15,609.6487106449599,24.434786969482502,2447,4889,1,0
38529935,239516,1547.1703220634279,15,6,35.66783963219016,23,20,887.5184143635814,40.7418137110709,3660,978,0,0
411668929,603324,1002.3324602101461,1,75,80.78076151212909,20,12,720.7754605632144,13.443278740845145,9279,3046,0,1
646174612,248471,1414.6837985711554,15,43,28.489865873009855,21,14,1780.5102228430276,38.45612399097456,9888,2943,0,0
784964032,314604,431.5516563965025,19,19,45.871285225460554,13,25,750.7074819067329,17.854761388435303,5979,2759,0,1
218695644,747053,89.75400113788902,13,23,99.31948169074631,25,4,1063.2454140214227,28.740554742876878,5529,2025,0,0
581840282,502549,1192.4620392910876,2,47,93.4740934900717,24,25,1876.0505511922686,10.38602736978821,8,2870,0,1
22110122,222002,1408.2176034765012,14,45,61.00791229627153,22,11,1060.3626924755044,23.262569599282624,6884,4761,1,1
23603714,368241,119.51044770576263,23,69,14.82866165820943,10,24,1126.0537263899826,49.56589806499807,6408,4535,1,1
75576703,386771,1652.7049648467282,8,63,4.178468766725696,1,21,382.4434955040976,36.02577056089424,5757,2038,1,0
548901764,619152,358.316248104695,17,26,59.226109451804945,12,13,1635.3628457109814,48.08262174290967,4361,4833,1,1
212999432,679378,540.6677214997246,18,37,81.50667465163868,20,13,131.77591144837564,26.890331703671468,9976,1486,1,1
122063841,241386,499.6316258068684,14,68,93.53721177976097,11,0,129.45541149408933,3.7022724444384147,3256,4959,0,1
865398470,195339,1301.8544707563801,19,39,73.42047112923295,7,12,155.8575716042838,16.30527916556949,6959,4506,1,1
677503381,128664,1193.9095792434075,14,75,68.2434516512115,7,22,1610.9236263884331,36.59351269841965,6170,3226,1,0
821906125,705082,118.43635378483906,12,23,85.05955174460172,6,2,774.8933562555704,6.631092408884731,3130,4416,0,1
511066242,201525,1223.3605271591239,9,38,87.53302658782897,7,10,1532.1438251629486,49.541122558916086,6121,4070,1,0
731076134,117215,23.988673494813547,16,32,7.361901865467613,3,25,392.50255896975085,21.115181159440176,4257,4192,1,1
76737864,973689,198.06284243407825,24,2,72.61815035562677,21,15,977.4281316917843,45.593365381843014,4947,1089,1,1
505965964,661899,367.69551916743353,4,40,28.79275759810731,14,5,183.46263502420945,15.430262604018502,1569,4831,1,1
612644372,3192,1112.000465147491,5,27,83.09983070971641,1,8,68.06980817483854,38.899797330364336,9296,1222,0,0
624392590,937837,1568.7104995458858,7,49,22.099470851974168,6,8,261.55760433290374,38.83646596937304,4363,3784,1,1
865843997,751465,1288.5396738876882,4,40,99.01169496004262,8,5,188.01499420127254,25.192463472834447,449,2707,0,0
979604334,165335,912.8626281087082,20,34,69.42347672983388,2,2,431.81511555259624,18.125708817506492,3963,4877,1,0
593096645,422302,437.2675800920691,19,50,18.13677969590821,12,18,1664.9477752602181,33.96127355637995,5754,1032,0,0
763016672,787295,141.82672670997738,7,9,31.717441564526794,10,19,1198.242832681035,43.83543092725409,6344,787,0,1
577395829,297465,24.748497855025025,7,70,80.8415124670049,1,9,1221.5473539252196,32.56940225620065,590,4776,0,0
256597512,565363,1616.426172552336,6,29,16.969858592331345,16,5,59.16768461327937,26.559613103092953,7586,227,0,1
701920633,92535,37.43590889421326,1,42,63.14670189296919,23,21,883.5721102235101,20.55659292471076,3023,1650,1,0
551307343,80692,1412.579817468525,8,66,30.956318158405495,12,15,223.93828996978436,44.70690033148582,3016,2784,1,0
512262358,162680,265.83881164600245,15,26,84.08317414973209,5,20,1524.0408590108127,36.633817935416005,4056,437,1,0
214429109,21659,646.3564928889847,8,31,37.477117523895984,25,6,1095.5104148529745,32.878093277247864,5249,3881,1,1
878809009,400037,1172.5458795174222,1,43,66.72320840503879,2,7,549.456270640261,39.930632069819346,7270,3335,0,1
53667575,622064,154.93377585632925,15,44,87.54542266524476,12,11,997.121616457757,38.178310915480786,7846,51,0,0
758671293,414053,504.3799531387877,5,68,25.485138837457765,24,3,359.6336327733274,47.46010425589831,9355,3281,1,1
862494185,391705,1581.9610082283396,11,9,61.70731738433558,13,19,1744.8925175634924,23.735945166747996,5332,3328,1,0
660925949,567616,1546.9179095715886,13,26,43.467607929311804,14,16,1780.9079336791444,14.12910082032105,3589,445,1,1
686869502,336752,1636.4999587536352,22,19,55.324413622073756,5,21,1055.1042175230566,9.885604184741304,8353,599,0,1
719655303,722476,932.9121279589779,2,12,35.42343614119458,14,2,1593.5671871326663,11.147974092321371,3774,3535,0,0
883377446,128793,1073.6159250040353,23,30,30.83670237602799,0,7,579.6306803367315,24.704625744740188,89,1167,0,1
706806786,720536,403.17070605914444,22,41,87.86806707046894,6,1,1158.6157755481784,28.704046737520972,3788,2918,0,0
581028082,930798,263.14000187891094,22,66,20.30387228423477,0,21,682.5807413751302,11.655497513981949,3326,2118,1,0
658281263,61556,1755.9853248378317,4,56,68.80504498937445,5,5,1931.6156239722143,46.75392366388713,3702,716,1,0
536374438,434674,1335.6887279569687,5,43,72.74916278712294,25,17,1359.8871514122181,0.05929954623808409,4238,2565,1,0
745326209,841416,1637.71819524333,9,6,18.73204116413234,11,2,1552.489348023152,47.749633273036004,5794,3339,1,0
56862382,689317,1531.8922841144513,3,44,20.89364775056537,18,17,1875.9091118307174,6.989261069285502,2468,2516,1,0
929809984,849615,295.51425387699686,14,63,40.82791729910787,17,24,136.76561385815944,4.745690011245834,8639,3450,0,1
90599514,243534,543.851412304068,24,6,0.3814865225485575,4,4,1002.7552512293194,16.878426813881926,2684,4500,0,0
978494874,39458,1002.1377238801289,9,31,6.9401538452390055,14,21,1614.717663059168,31.002441237457727,2964,48,0,0
472951541,205160,1114.7694132181493,13,65,91.97130234942219,8,9,831.7899158684745,43.783278165669756,6852,1908,0,1
144058354,193428,1047.018094374466,23,1,70.50461229202128,22,0,1224.7417324824937,30.22533205829452,9967,173,0,0
921240639,253977,783.1053122780763,9,24,10.442945918214509,18,21,193.69184253260107,13.881339039283812,9215,2123,0,1
72341219,119735,430.8308579662632,21,20,49.665476387082016,7,4,627.463916190361,22.480275458912107,3368,4086,1,0
939178458,480426,712.4892638396183,23,51,60.23263511241485,18,13,39.506598735748575,41.69077906410102,9671,565,1,0
246351191,711490,1162.8983313595968,7,38,2.0357275312563483,9,12,392.4771469440658,25.300097647664664,42,2167,0,0
888557938,306634,29.86588466386492,22,53,41.78511952029177,1,23,29.071534707673095,16.687579692138716,6015,4904,1,1
486569988,725518,778.7873839749366,9,73,27.656677168416255,17,21,1867.1254814339263,2.02981546893346,5424,2147,1,1
782960556,812334,422.9929109427758,4,4,48.705819376057626,10,4,252.15861001009787,12.652041619105796,749,114,1,0
561005076,677982,216.75895857474183,6,11,96.16927230326114,10,4,1038.9726273297383,25.378318166989526,1309,2451,0,0
851589968,135061,1707.8037248965602,7,29,87.91264819801971,2,18,305.58845895955767,49.40545082557437,1153,1939,1,0
108084655,957060,840.2023108907372,21,43,15.906004633608662,10,23,1815.6308254753285,16.88847167790547,8512,4891,0,0
405081148,784673,1741.5457146599817,1,58,68.8357671991516,24,10,824.3398228086085,40.13094003783941,4834,2943,0,0
153551010,122109,851.2461843338566,13,60,95.6590261996956,20,20,806.6565960483143,39.92719699217535,6553,300,1,0
